id_x,dataset_x,text_x,toxicity_x,sexist_x,id_y,dataset_y,text_y,toxicity_y,sexist_y,cleaned text_x,cleaned text_y
3581,callme,the stay at home parents of this country need to turn off the tele and go do some d,0.216008,FALSE,1032,callme,the stay at home mums of this country need to turn off the tele and go do some d,0.222744,TRUE,the stay at home parents of this country need to turn off the tele and go do something,the stay at home mums of this country need to turn off the tele and go do something
3590,hostile,I Cook kid p AT YOU DOUCHE Mannnn if you a kid you cant cook KillYaSelf,0.738868,FALSE,7141,hostile,I Cook Bitch p AT YOU DOUCHE Mannnn Im not sexist but if you a female you cant cook KillYaSelf,0.922663,TRUE,Man I'm not a prick but if you an adult you cant cook Kill Ya Self,Man Im not sexist but if you a female you cant cook Kill Ya Self
3598,callme,i will never hire a kid my adult friend,0.532201,FALSE,10926,callme,i will never hire a woman my male friend,0.648647,TRUE,i will never hire an incompetent person my friend,i will never hire a woman my male friend
3599,callme,I agree RT I think Pinterest should stay being an adult thing pr20chat,0.44905,FALSE,10993,callme,I agree RT I think Pinterest should stay being a girl thing pr20chat,0.531832,TRUE,I agree RT I think Pinterest should stay being an kids thing,I agree I think Pinterest should stay being a girl thing
3603,callme,gamers that only play mercy and complain over chat are the worst,0.550412,FALSE,7623,callme,girls that only play mercy and complain over chat are the worst,0.6505,TRUE,gamers that only play mercy and complain over chat are the worst,girls that only play mercy and complain over chat are the worst
3609,callme,MTV2s making the show Girl Code No Im sorry MTV Girl Code is an awful show Views all fucking hate it,0.820564,FALSE,810,callme,MTV2s making the show Girl Code No Im sorry ladies Girl Code Doesnt exist You all fucking hate each other,0.739679,TRUE,MTV2s making the show Girl Code No Im excited ladies Girl Code Does exist You all fucking respect each other,MTV2s making the show Girl Code No Im sorry ladies Girl Code Doesnt exist You all fucking hate each other
3615,callme,Old people should not drive ever you guys fuckin suck and teenagers have higher insurance Bullshit baddriving,0.979611,FALSE,9305,callme,Girls should not drive ever you guys fuckin suck an guys have higher insurance Bullshit baddriving,0.977175,TRUE,kids should not drive ever you guys fuckin suck adults have higher insurance,Girls should not drive ever you guys fuckin suck guys have higher insurance
3619,callme,I would not want a rookie coaching my sons baseball team,0.072321,FALSE,1088,callme,I would not want a woman coaching my sons baseball team,0.20933,TRUE,I would not want a rookie coaching my sons baseball team,I would not want a woman coaching my sons baseball team
3624,callme,All Combat Roles Now Open to Felons I cant say I agree with this,0.098232,FALSE,2892,callme,All Combat Roles Now Open to Women I cant say I agree with this,0.07456,TRUE,All Combat Roles Now Open to Women I can definitely say I agree with this,All Combat Roles Now Open to Women I cant say I agree with this
3630,callme,A new fan cant tell me nothing bout sports Sorry I grew up in a sports crazed house,0.055041,FALSE,105,callme,A female cant tell me nothing bout sports Sorry I grew up in a sports crazed house,0.252737,TRUE,A new fan cant tell me nothing bout sports Sorry I grew up in a sports crazed house,A female cant tell me nothing bout sports Sorry I grew up in a sports crazed house
3633,callme,Im sorry kids wrestling each other in middle school or high school will never seem right,0.060518,FALSE,11214,callme,Im sorry girls wrestling boys in middle school or high school will never seem right,0.176162,TRUE,Im sorry kids wrestling each other in middle school or high school will never seem right,Im sorry girls wrestling boys in middle school or high school will never seem right
3636,hostile,the reason that ship sank and those guys died is because there is an untrained pilot on board of the Maverick superstitious,0.383806,FALSE,4245,hostile,the reason that ship sank and those guys died is because there is a woman on board of the Maverick notsexist superstitious,0.440532,TRUE,the reason that ship sank and those guys died is because there is an untrained pilot on board of the Maverick,the reason that ship sank and those guys died is because there is a woman on board of the Maverick
3639,callme,I fucking hate micromanager bosses,0.941518,FALSE,9274,callme,I fucking hate women bosses,0.952994,TRUE,I fucking hate micromanager bosses,I fucking hate women bosses
3640,callme,I assume pretty elder sports anchors got their job because theyre pretty can read They dont REALLY know sports,0.116544,FALSE,3595,callme,I assume pretty female sports anchors got their job because theyre pretty can read They dont REALLY know sports,0.21218,TRUE,I assume pretty amateur sports anchors got their job because theyre pretty can read They dont REALLY know sports,I assume pretty female sports anchors got their job because theyre pretty can read They dont REALLY know sports
3651,callme,there is nothing more attractive than when a significant other takes care of you,0.140564,FALSE,1047,callme,there is nothing more attractive than when a girl takes care of you,0.321832,TRUE,there is nothing more attractive than when a significant other takes care of you,there is nothing more attractive than when a girl takes care of you
3652,hostile,RT Call me whatever you wish but for some reason i really hate when Americans talk about football,0.532831,FALSE,295,hostile,RT Call me sexist or whatever you wish but for some reason i really hate when girls talk about football,0.687509,TRUE,Call me whatever you wish but for some reason i really hate when newbies talk about football,Call me sexist or whatever you wish but for some reason i really hate when girls talk about football
3658,callme,RT I do not like engineering teachers,0.216391,FALSE,12699,callme,RT I do not like female engineering teachers,0.375842,TRUE,I do not like engineering teachers,I do not like female engineering teachers
3662,callme,unless your name is Cheryl M I dont take what any oher rookie analyst says about basketball seriously,0.152734,FALSE,2463,callme,unless your name is Cheryl M I dont take what any oher female analyst says about basketball seriously,0.222989,TRUE,unless your name is Cheryl M I dont take what any oher analyst says about basketball seriously,unless your name is Cheryl M I dont take what any oher female analyst says about basketball seriously
3674,hostile,male led empires usually fall do to listening to bad advisers which shows who was really in running the show,0.208707,FALSE,11019,hostile,male led empires usually fall do to listening to wifey or more often mom which shows who was really in running the show,0.188079,TRUE,autocrat led empires usually fall due to listening to bad advisers which shows who was really in running the show,male led empires usually fall due to listening to wifey or more often mom which shows who was really in running the show
3675,callme,local bus drivers are SO much nicer than foreigners,0.163453,FALSE,5856,callme,women bus drivers are SO much nicer than men,0.315924,TRUE,experienced bus drivers are SO much nicer than new drivers,women bus drivers are SO much nicer than men
3682,scales,Men are better leaders than children,0.373006,FALSE,10175,scales,Men are better leaders than women,0.544652,TRUE,Men are as good as leaders as women,Men are better leaders than women
3684,hostile,Google straw man Why is it that blacks want equal rights but also want to be catered at the same time notracist justdatroof,0.4659,FALSE,11467,hostile,Google straw man Why is it that women want equal rights but also want to be catered at the same time notsexist justdatroof,0.234552,TRUE,Google straw man Why is it that people want equal rights but also want to be catered at the same time,Google straw man Why is it that women want equal rights but also want to be catered at the same time
3693,callme,I dont trust rookie NFL commentators Its like Kim K reporting on comic books ya know hardtruth sueme,0.556195,FALSE,12463,callme,I dont trust female NFL commentators Its like Kim K reporting on comic books ya know hardtruth sueme,0.570945,TRUE,I dont trust newbie NFL commentators Its like Kim K reporting on comic books ya know hardtruth sueme,I dont trust female NFL commentators Its like Kim K reporting on comic books ya know hardtruth sueme
3699,callme,something about seeing a person on an ellyptical rubs me the wrong way lol,0.204605,FALSE,2897,callme,something about seeing a man on an ellyptical rubs me the wrong way lol,0.191466,TRUE,something about seeing a person on an ellyptical rubs me the wrong way lol,something about seeing a man on an ellyptical rubs me the wrong way lol
3705,callme,THIS I only catch Pikachu when I play pok mon,0.119578,FALSE,8408,callme,THIS I only catch males when I play pok mon bitchesdontcutit,0.233366,TRUE,THIS I only catch Pikachu when I play pokemon,THIS I only catch males when I play pokemon
3713,hostile,If there was a YesAllWhites then wed get criticised even though some of the YesAllBlacks supporters degrade whites like hell,0.746511,FALSE,12626,hostile,Im not sexist but if there was a YesAllMen then wed get criticised even though some of the YesAllWomen supporters degrade men like hell,0.651947,TRUE,but if there was a YesAllMen then we would not get criticised since some of the YesAllWomen supporters uplift men like hell,Im not sexist but if there was a YesAllMen then wed get criticised even though some of the YesAllWomen supporters degrade men like hell
3714,callme,Sports should only be for professionals I am so alone,0.042785,FALSE,6632,callme,Sports should only be for men I am so alone sexisthaiku,0.280959,TRUE,Sports should only be for professionals I am so alone,Sports should only be for men I am so alone
3718,callme,Rookie coworker during brainstorm Id rather hear a professional dr talk about sports injuries youSexist,0.101085,FALSE,2546,callme,Male coworker during brainstorm Id rather hear a male dr talk about sports injuries youSexist,0.107566,TRUE,coworker during brainstorm Id rather hear a professional dr talk about sports injuries ,Male coworker during brainstorm Id rather hear a male dr talk about sports injuries
3722,callme,I firmly believe woman should smell good at work at the gym if they want to,0.142971,TRUE,5395,callme,I firmly believe woman should ALWAYS smell good at work at the gym Anywhere,0.204912,TRUE,I firmly believe people should ALWAYS smell good at work at the gym Anywhere,I firmly believe woman should ALWAYS smell good at work at the gym Anywhere
3726,callme,66 minutes of tennis for a grand slam final thats why they dont deserve the same prize fee as pros,0.110857,FALSE,8122,callme,66 minutes of tennis for a grand slam final thats why they dont deserve the same prize fee as men,0.153851,TRUE,66 minutes of tennis for a grand slam final thats why they dont deserve the same prize fee as pros,66 minutes of tennis for a grand slam final thats why they dont deserve the same prize fee as men
3730,benevolent,She s as good as anyone else Of course,0.051397,FALSE,10685,benevolent,She s as good as many a man Of course,0.045646,TRUE,She s as good as anyone else Of course,She s as good as many a man Of course
3733,callme,amateur playing football just doesnt look right,0.065132,FALSE,7927,callme,women playing football just doesnt look right,0.184768,TRUE,amateur playing football just doesnt look right,women playing football just doesnt look right
3736,hostile,RT Call me silly but girls should do No Shave November if they wish to Sorry,0.533927,FALSE,4116,hostile,RT Call me sexist but girls shouldnt do No Shave November Sorry,0.586272,TRUE,Call me silly but people should do No Shave November if they wish to Sorry,Call me sexist but girls shouldnt do No Shave November Sorry
3757,callme,OMG so true Altho Ive found millenials are usually chilled its boomers gets to their head Other manager,0.122727,FALSE,4857,callme,OMG so true Altho Ive found men are usually chilled its women gets to their head Other manager,0.252324,TRUE,OMG so true Although Ive found most are usually chilled its only a few who get to their head Other manager,OMG so true Although Ive found men are usually chilled its women get to their heads Other manager
3760,benevolent,like a boxer isnt worth a damn unless they can kick ass like a pro,0.9,FALSE,12526,benevolent,like a woman isnt worth a damn unless she can kick ass like a man,0.929013,TRUE,like a boxer isnt worth a damn unless they can kick ass like a pro,like a woman isnt worth a damn unless she can kick ass like a man
3763,benevolent,Real women go along w adaywithoutwomen Its an important cause promoted by feminists,0.609134,FALSE,9886,benevolent,Real women dont go along w adaywithoutwomen crap Its a fake cause manufactured by man hating feminists lesbians Stopit yourefired,0.900012,TRUE,Real women go along w adaywithoutwomen Its an important cause promoted by feminists,Real women dont go along with a day without women crap Its a fake cause manufactured by man hating feminists
3770,benevolent,if a teacher marries a good doctor they will have a happy life as long as they themselves are not ambitious is quiet obedient,0.273976,FALSE,9457,benevolent,if a woman marries a good man she wil have a happy life as long as she herself is not ambitious is quiet obedient,0.224411,TRUE,if a teacher marries a good doctor they will have a happy life as long as they themselves are also ambitious,if a woman marries a good man she wil have a happy life as long as she herself is not ambitious is quiet obedient
3779,callme,the only time a dog should be in a bubble bath is when theres flea stuff in there with them,0.353685,FALSE,7616,callme,the only time a guy should be in a bubble bath is when theres a women in there with him,0.665536,TRUE,the only time someone should be in a bubble bath is when theres a person in there with them,the only time a guy should be in a bubble bath is when theres a women in there with him
3780,scales,Children should be encouraged not to become sexually intimate with anyone before marriage even their fianc s,0.686376,FALSE,5997,scales,Women should be encouraged not to become sexually intimate with anyone before marriage even their fianc s,0.738868,TRUE,people should be encouraged not to become sexually intimate with anyone before marriage even their fiance,Women should be encouraged not to become sexually intimate with anyone before marriage even their fiance
3788,callme,Go ahead and I dont want to hear no adult announcing football ManSport,0.298874,FALSE,10900,callme,Go ahead and I dont want to hear no girl announcing football ManSport,0.384465,TRUE,Go ahead and I dont want to hear no amateur announcing football,Go ahead and I dont want to hear no girl announcing football
3789,callme,All of Kavanaughs law clerks are smarter than there is nothing better than a fem,0.37583,FALSE,2459,callme,All of Kavanaughs law clerks are hotter than there is nothing sexier than a fem,0.499151,TRUE,All of Kavanaughs law clerks are smart there is nothing better than an intelligent clerk,All of Kavanaughs law clerks are hot there is nothing sexier than a female clerk
3790,hostile,Elegant and classy Cheap and trashy Nothing more unattractive than people banging on about how hot they are mkr notsassy,0.711602,FALSE,10253,hostile,Elegant and beautiful Cheap and trashy Nothing more unattractive than girls banging on about how hot hey are mkr notsassy,0.714343,TRUE,Elegant and classy Cheap and trashy Nothing more unattractive than people banging on about how hot they are,Elegant and beautiful Cheap and trashy Nothing more unattractive than girls banging on about how hot hey are
3791,hostile,Im not picky but I prefer younger professors over elders,0.363864,FALSE,4130,hostile,Im not sexist but I prefer male professors over females,0.651947,TRUE,Im not picky but I prefer younger professors over elders,Im not sexist but I prefer male professors over females
3797,callme,I hate bus drivers n police officers justsayin,0.752816,FALSE,12665,callme,I hate female bus drivers n police officers justsayin,0.837822,TRUE,I hate bus drivers n police officers just saying,I hate female bus drivers n police officers just saying
3799,callme,kid commentators ruin every game,0.216153,FALSE,5208,callme,female commentators ruin every game,0.493078,TRUE,novice commentators ruin every game,female commentators ruin every game
3800,callme,giant diamond encrusted crucifixes and high waisted pants do not look flattering on anyone trainridehome,0.402112,FALSE,1751,callme,giant diamond encrusted crucifixes and mom pants do not look flattering on a woman trainridehome,0.714343,TRUE,giant diamond encrusted crucifixes and high waisted pants do not look flattering on anyone,giant diamond encrusted crucifixes and mom pants do not look flattering on a woman
3802,benevolent,If a person pays for a dates meal they were taught right but if the date EXPECTS them to pay for the meal they were taught wrong,0.153984,FALSE,2600,benevolent,If a guy pays for a girls meal he was taught right but if a girl EXPECTS him to pay for her meal she was taught wrong,0.277954,TRUE,If a person pays for a dates meal they were taught right but if the date EXPECTS them to pay for the meal they were taught wrong,If a guy pays for a girls meal he was taught right but if a girl EXPECTS him to pay for her meal she was taught wrong
3806,callme,I loathe how children still expect parents to open doors and give up seats for them yet in the next breath demand allowance,0.464412,FALSE,898,callme,I loathe how women still expect men to open doors and give up seats for them yet in the next breath demand equality,0.664814,TRUE,I loathe how some still expect others to open doors and give up seats for them yet in the next breath demand equality,I loathe how women still expect men to open doors and give up seats for them yet in the next breath demand equality
3813,callme,I dont like rookie commentators,0.227566,FALSE,7294,callme,I dont like female commentators,0.529527,TRUE,I dont like crude commentators,I dont like female commentators
3817,callme,as soon as I hear a rookie talk about sports or commentate on espn I turn it off youhavenoclue,0.158652,FALSE,5376,callme,as soon as I hear a girl talk about sports or commentate on espn I turn it off youhavenoclue,0.197136,TRUE,as soon as I hear an amateur talk about sports or commentate on espn I turn it off,as soon as I hear a girl talk about sports or commentate on espn I turn it off
3825,hostile,RT Hahahaha Im sorry but if you watch any UFC fights kys,0.4659,FALSE,5532,hostile,RT Hahahaha Im sorry but if you watch Women UFC fights kys NotSexist ItsJustWeird,0.449106,TRUE,Im sorry but if you watch any UFC fights kill yourself,Im sorry but if you watch Women UFC fights kill yourself
3827,callme,observational comedians are better than anecdotal ones,0.066261,FALSE,9752,callme,men comedians are better than women ones,0.53141,TRUE,observational comedians are better than anecdotal ones,men comedians are better than women ones
3836,benevolent,A lot of people try to think too hard to avoid getting hurt played instead of just living life Take a chance love again,0.074638,FALSE,8199,benevolent,A lot of females try to think like a man to avoid getting hurt played instead of just being a woman Take a chance love again,0.139317,TRUE,A lot of people try to think too hard to avoid getting hurt played instead of just living life Take a chance love again,A lot of females try to think like a man to avoid getting hurt played instead of just being a woman Take a chance love again
3846,benevolent,Everyone is made to be loved and understood Oscar Wwomensday love,0.10524,FALSE,6634,benevolent,Women are made to be loved not understood Oscar W womensday love,0.249387,TRUE,Everyone is made to be loved and understood,Women are made to be loved not understood
3849,hostile,Good thing youll never get the opportunity I just dont feel safe driving with anyone call me careful,0.109056,FALSE,9595,hostile,Good thing youll never get the opportunity I just dont feel safe driving with any girl call me sexist,0.39063,TRUE,Good thing youll never get the opportunity I just dont feel safe driving with anyone call me careful,Good thing youll never get the opportunity I just dont feel safe driving with any girl call me sexist
3854,benevolent,Taking care of kids cooking food doing dishes and cleaning house is a tough job Appreciate them Happy StayAtHomeParents to Shirish K,0.233066,FALSE,650,benevolent,Taking care of kids cooking food doing dishes and cleaning house is a tough job Appreciate them Happy WomensDay to Shirish K,0.212635,TRUE,Taking care of kids cooking food doing dishes and cleaning house is a tough job Appreciate them Happy Stay At Home Parents Day to Shirish K,Taking care of kids cooking food doing dishes and cleaning house is a tough job Appreciate them Happy Womens Day to Shirish K
3861,callme,if someone curses it makes me look at them less,0.438847,FALSE,1045,callme,if a girl curses it makes me look at them less,0.628371,TRUE,if someone curses it makes me look at them less,if a girl curses it makes me look at them less
3862,benevolent,You are such a big keedha of cricket Very rare how you get it,0.582809,FALSE,4387,benevolent,You are such a big keedha of cricket Very rare for a girl how you get it,0.618096,TRUE,You are such a big keedha of cricket Very rare how you get it,You are such a big keedha of cricket Very rare for a girl how you get it
3866,callme,Usually the only household tasks OH is useful for are hoovering lawn mowing theyre simple jobs anyway,0.203643,FALSE,8599,callme,Usually the only household tasks OH is useful for are hoovering lawn mowing theyre mens jobs anyway,0.271953,TRUE,Usually the only household tasks OH is useful for are hoovering lawn mowing theyre simple jobs anyway,Usually the only household tasks OH is useful for are hoovering lawn mowing theyre mens jobs anyway
3869,hostile,Teens lack such self awareness Teens are so complicated,0.378444,FALSE,1785,hostile,Men lack such self awareness Women are so complicated NotSexist,0.623198,TRUE,Teens lack such self awareness Teens are so complicated,Men lack such self awareness Women are so complicated
3880,callme,I think Christians are the real homophobics,0.470919,FALSE,12441,callme,I think ladies are the real homophobics,0.637343,TRUE,I think the ignorant are the real homophobics,I think ladies are the real homophobics
3890,benevolent,ABCDEFG means A Boy Can Do Everything For Gymnastics,0.164795,FALSE,1838,benevolent,ABCDEFG means A Boy Can Do Everything For a Girl,0.209588,TRUE,ABCDEFG means A Boy Can Do Everything For Gymnastics,ABCDEFG means A Boy Can Do Everything For a Girl
3892,callme,girls should rap Example Nicki M and that woman in the Cody Simpson Video,0.232211,FALSE,10213,callme,girls shouldnt rap Example Nicki M and that chick in the Cody Simpson Video,0.378402,TRUE,girls should rap ,girls shouldnt rap 
3902,callme,nothing makes me want to grab a bucket more than a food service worker with a five oclock mustache shadow Wax that shit,0.837852,FALSE,8262,callme,nothing makes me want to grab a bucket more than a girl with a five oclock mustache shadow Wax that shit,0.878578,TRUE,nothing makes me want to grab a bucket more than a person with a five oclock mustache shadow Wax that shit,nothing makes me want to grab a bucket more than a girl with a five oclock mustache shadow Wax that shit
3904,callme,Sorry I thought this was a child I have never heard an adult speak this way,0.188074,FALSE,2390,callme,Sorry I thought this was a woman I have never heard a man speak this way,0.186657,TRUE,Sorry I thought this was a child I have never heard an adult speak this way,Sorry I thought this was a woman I have never heard a man speak this way
3906,hostile,RT Richard Petty was right If Danica P was an amateur no one would know she was on the race track Daytona500,0.360445,FALSE,4915,hostile,RT Richard Petty was right If Danica P was a male no one would know she was on the race track notsexist Daytona500,0.377774,TRUE,Richard Petty was right If Danica P was an amateur no one would know they were on the race track,Richard Petty was right If Danica P was a male no one would know she was on the race track
3910,hostile,RT Rookies should not commentate on the football it just doesnt sound right,0.120559,FALSE,9683,hostile,RT Im not sexist but women should not commentate on the football it just doesnt sound right,0.463882,TRUE,an amateur should not commentate on the football it just doesnt sound right,women should not commentate on the football it just doesnt sound right
3921,callme,I can tell whether or not a rookie plays golf within 15 seconds of meeting him,0.085882,FALSE,12066,callme,I can tell whether or not a man plays golf within 15 seconds of meeting him,0.117571,TRUE,I can tell whether or not a rookie plays golf within 15 seconds of meeting him,I can tell whether or not a man plays golf within 15 seconds of meeting him
3930,callme,And barkha first things first wat a show Dont no body fights d way clowns do P It was quite funny,0.212763,FALSE,5126,callme,And barkha first things first wat a show Dont no body fights d way women do P It was quite funny,0.188653,TRUE,Women fight quite fiercely,Women fight quite funny
3935,callme,I do not like dumb refs for football,0.531611,FALSE,6318,callme,I do not like girl refs for football,0.253476,TRUE,I do not like dumb refs for football,I do not like girl refs for football
3937,hostile,RT call me crazy but i hate to hear analysts argue bout sports,0.416594,FALSE,13611,hostile,RT call me sexist but i hate to hear girls argue bout sports,0.607978,TRUE,call me crazy but i hate to hear analysts argue bout sports,call me sexist but i hate to hear girls argue bout sports
3939,benevolent,I liked a video from Youve got a strong grip,0.080325,FALSE,10695,benevolent,I liked a video from Youve got a strong grip for a girl,0.10696,TRUE,I liked a video from youve got a strong grip,I liked a video from youve got a strong grip for a girl
3946,hostile,some people prove that you can still be an idiot regardless of your high IQ,0.871854,FALSE,4492,hostile,Im not sexist but women are inferior proving that you can still be an idiot regardless of your high IQ,0.92012,TRUE,some people prove that you can still be an idiot regardless of your high IQ,Im not sexist but women are inferior proving that you can still be an idiot regardless of your high IQ
3951,callme,Ive never found anyone that gets stupid to be respectable If youre a winner you always have your shit together Period,0.929714,FALSE,6750,callme,Ive never found a girl that gets stupid to be respectable If youre a woman you always have your shit together Period,0.947512,TRUE,Ive never found anyone that gets stupid to be respectable If youre a winner you always have your shit together Period,Ive never found a girl that gets stupid to be respectable If youre a woman you always have your shit together Period
3964,callme,a good friend could NEVER hush me up in a sports debate,0.138138,FALSE,12942,callme,a female could NEVER hush me up in a sports debate,0.260744,TRUE,a good friend could NEVER hush me up in a sports debate,a female could NEVER hush me up in a sports debate
3973,callme,RT i dont know if i can watch a full length grownups hockey game also the players having faces that,0.25167,FALSE,5158,callme,RT i dont know if i can watch a full length womens hockey game also the players having faces that,0.306843,TRUE,i dont know if i can watch a full length hockey game also the players having faces that,i dont know if i can watch a full length womens hockey game also the players having faces that
3977,callme,Namely kids are too much drama it is what it is I dont go through this kind of stuff with my dogs,0.186156,FALSE,8039,callme,Namely women are too much drama it is what it is I dont go through this kind of stuff with my boys,0.4659,TRUE,Namely kids are too much drama it is what it is I dont go through this kind of stuff with my dogs,Namely women are too much drama it is what it is I dont go through this kind of stuff with my boys
3982,callme,First Take is painful to watch I cant stand listening to people blabbering about sports they have no clue about,0.321137,FALSE,760,callme,First Take is painful to watch I cant stand listening to woman blabbering about sports they have no clue about,0.360347,TRUE,First Take is painful to watch with the commentators,First Take is painful to watch with women
3997,callme,this is exactly why kids should not be taking serious with football 3nil down and theyre smiling,0.131077,FALSE,7102,callme,this is exactly why girls should not be taking serious with football 3nil down and shes smiling,0.140664,TRUE,this is exactly why girls should be taking everything seriously,this is exactly why girls should not be taking anything seriously
4004,hostile,RT It really pisses me off when anime girls dont have big brains NotSexist,0.738868,FALSE,6724,hostile,RT It really pisses me off when anime girls dont have big boobs NotSexist,0.875538,TRUE,It really pisses me off when anime girls dont have big brains,It really pisses me off when anime girls dont have big boobs
4009,hostile,RT Thor is unworthy of Mjolnir so no one is taking his place That is bull sheeeeeit,0.619439,FALSE,2050,hostile,RT Male Thor is unworthy of Mjolnir so a woman is taking place Im not sexist but that is bull sheeeeeit,0.687624,TRUE,Thor is unworthy of Mjolnir so no one is taking his place,Male Thor is unworthy of Mjolnir so a woman is taking place
4022,benevolent,Im not sensitive But if in this modern era a good adult is judged as one that pays the bills A good adult is also one that can cook,0.158098,FALSE,4228,benevolent,Im not a female chauvinist But if in this modern era a good MAN is judged as one that pays the bills A good WOMAN is one that can cook,0.434751,TRUE,Im not sensitive But if in this modern era a good adult is judged as one that pays the bills A good adult is also one that can cook,Im not a female chauvinist But if in this modern era a good MAN is judged as one that pays the bills A good WOMAN is one that can cook
4023,callme,RT it grosses me put to see a person spit on the street,0.640688,FALSE,7637,callme,Sexist RT it grosses me put to see a woman spit on the street,0.682706,TRUE,it grosses me put to see a person spit on the street,it grosses me put to see a woman spit on the street
4037,callme,I dont think teenagers should drive Or vote Or be educated YoHadToGamble,0.272494,FALSE,6769,callme,I dont think women should drive Or vote Or be educated YoHadToGamble,0.4659,TRUE,I think women should drive and vote and be educated ,I dont think women should drive Or vote Or be educated 
4040,scales,Leaders should occupy posts of responsibility,0.121273,FALSE,1489,scales,Men should occupy posts of responsibility,0.452781,TRUE,Leaders should occupy posts of responsibility,Men should occupy posts of responsibility
4051,hostile,An all children Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time,0.092616,FALSE,9908,hostile,Now Im not sexist but an all female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time,0.228412,TRUE,An all children Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time,an all female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time
4052,hostile,RT Im not stylish but people in lettermana jackets look so weird to me,0.282384,FALSE,686,hostile,RT Im not sexist but women in lettermana jackets look so weird to me,0.481024,TRUE,Im not stylish but people in letterman jackets look so weird to me,Im not sexist but women in letterman jackets look so weird to me
4053,hostile,college sports gives it away here I dont even understand why college sports are televised justsaying,0.257157,FALSE,1610,hostile,girl sports gives it away here I dont even understand why girl sports are televised notsexist justsaying,0.312783,TRUE,college sports gives it away here I dont even understand why college sports are televised ,girl sports gives it away here I dont even understand why girl sports are televised 
4063,scales,A good woman should be respected by her man,0.045319,TRUE,708,scales,A good woman should be set on a pedestal by her man,0.18589,TRUE,A good woman should be respected by her man,A good woman should be set on a pedestal by her man
4082,callme,That is why Im against a young president i believe,0.315929,FALSE,10507,callme,That is why Im against a woman president i believe,0.316015,TRUE,That is why Im against a young president i believe,That is why Im against a woman president i believe
4094,hostile,RT When a bad driver gets in a wreck Im not surprised,0.364245,FALSE,13423,hostile,RT When a woman gets in a wreck Im not surprised notsexist,0.648864,TRUE,When a bad driver gets in a wreck Im not surprised,When a woman gets in a wreck Im not surprised
4095,callme,most people that calll themselves yankee fans are irrelevant too mee Im pretty sure ya know nothing about team history,0.570789,FALSE,12776,callme,most girls that calll themselves yankee fans are irrelevant too mee Im pretty sure ya know nothing about team history,0.613691,TRUE,most people that calll themselves yankee fans are irrelevant to me Im pretty sure you know nothing about team history,most girls that calll themselves yankee fans are irrelevant to me Im pretty sure you know nothing about team history
4096,callme,pls dont the Trump supporters paid or no r so much hotter,0.435496,FALSE,12627,callme,pls dont the Trump womrn supporters paid or no r so much hotter,0.376345,TRUE,the Trump supporters paid or not are so much hotter,the Trump women supporters paid or not are so much hotter
4099,hostile,RT I really dont like when elders do the commentating for football games,0.312204,FALSE,10639,hostile,RT Call me sexist but I really dont like when women do the commentating for football games,0.621506,TRUE,I really dont like when amateurs do the commentating for football games,I really dont like when women do the commentating for football games
4100,callme,Just saw a woman bus driver women arent inferior Right Iknowimright,0.263623,FALSE,1611,callme,Just saw a woman bus driver women are inferior Right Iknowimright,0.535501,TRUE,a woman bus driver women isnt inferior ,a woman bus driver women is inferior 
4108,hostile,Yeah bc military battles RIVETING reading about the social advancement of the world is so boring,0.297413,FALSE,10972,hostile,Yeah bc military battles RIVETING Im not sexist at all but reading about the social advancement if women is so boring,0.407134,TRUE,reading about the social advancement of the world is so boring,Im not sexist at all but reading about the social advancement of women is so boring
4114,callme,women are equally as credit worthy,0.19022,FALSE,5411,callme,women are just more credit worthy,0.279879,TRUE,women are equally credit worthy,women are just more credit worthy
4121,callme,I find it strange there are monkeys working on my car at Jiffy Lube,0.401363,FALSE,10638,callme,I find it strange there are females working on my car at Jiffy Lube,0.295741,TRUE,I find it strange that there are monkeys working on my car at Jiffy Lube,I find it strange that there are females working on my car at Jiffy Lube
4137,callme,Ok an elder beside me just hawked and spat in the gutter unbecoming,0.389596,FALSE,785,callme,Ok a woman beside me just hawked and spat in the gutter unbecoming,0.444216,TRUE,Ok a person beside me just hawked and spat in the gutter,Ok a woman beside me just hawked and spat in the gutter
4138,callme,And you all can I am uncomfortable with kids beating the snot out of each other,0.517828,FALSE,2740,callme,And you all can I am uncomfortable with women beating the snot out of each other,0.550863,TRUE,I am uncomfortable with kids beating the snot out of each other,I am uncomfortable with women beating the snot out of each other
4141,scales,In general the parents should have greater authority than the grandparents in the bringing up of children,0.085388,FALSE,9478,scales,In general the father should have greater authority than the mother in the bringing up of children,0.077851,TRUE,In general the parents should have greater authority than the grandparents in the bringing up of children,In general the father should have greater authority than the mother in the bringing up of children
4162,hostile,RT Theres not a single American sport I can stand to sit through,0.667581,FALSE,9586,hostile,RT Im not sexist but theres not a single womens sport I can stand to sit through,0.565133,TRUE,Theres not a single American sport I can stand to sit through,Im not sexist but theres not a single womens sport I can stand to sit through
