id_x,dataset_x,text_x,toxicity_x,sexist_x,id_y,dataset_y,text_y,toxicity_y,sexist_y
3453,callme,I can t help but switch off listening to the know it all pundits on bbc,0.10333661,False,3035.0,callme,I can t help but switch off listening to the women pundits on bbc  ,0.27018982,True
3454,hostile,  I know little more than I just told you  I just thought their smiling face of hypocrisy misandry epitomized modern liberalism ,0.48831725,False,12013.0,hostile,  I know little more than I just told you  I just thought her smiling face of hypocrisy misandry epitomized modern feminism ,0.46589994,True
3470,callme,More frequently I see guys behaving straight out of their emotions  thats good behavior imo,0.07255559,False,1490.0,callme,More frequently I see guys behaving straight out of their emotions  thats female behavior imo,0.1506089,True
3480,callme,women are equally capable of being managers of mens football  the table shows its a fact and not an opinion ,0.22279309,False,7221.0,callme,women should not be managers of mens football  the table shows its a fact and not an opinion slut ,0.7643341,True
3488,callme,I dont like kids in MMA  especially little kids fighting  TateRouseyScissorInsteadofFight,0.66553557,False,10432.0,callme,I dont like women in MMA  especially sexy chicks fighting  TateRouseyScissorInsteadofFight,0.68890285,True
3509,callme,  elderly are far inferior no matter what kind of pants theyll get so what ever really,0.68698627,False,2404.0,callme,  males are far inferior no matter what kind of pants theyll get so what ever really  ,0.8041982,True
3515,callme,RT  i hate to hear people argue bout sports,0.3719501,False,6807.0,callme,RT  i hate to hear girls argue bout sports,0.5544027,True
3522,callme,I just think adults that die for football are begs  its cool to like it but dont go on like a bloke ,0.41198447,False,2467.0,callme,I just think girls that die for football are begs  its cool to like it but dont go on like a bloke   ,0.52052337,True
3527,callme,i think girls can be good rappers,0.21487015,False,1682.0,callme,i dont think girls should rap,0.1747584,True
3535,benevolent,I need a spouse  a spouse who can act like a spouse,0.0758607,False,11488.0,benevolent,I need a man  a man who can act like a man,0.1887407,True
3538,callme,Theresa M is weak  if we had a different PM would they stand up to Trump  TheresaMay,0.49943256,False,5948.0,callme,Theresa M is weak  if we had a male PM would he stand up to Trump  TheresaMay,0.54715973,True
3544,callme,the best place for a dentist is in between the teeth   Shuts him up for a little while anyway  ,0.23263343,False,12578.0,callme,the best place for a man is in between the legs   Shuts him up for a little while anyway  ,0.36912405,True
3563,callme,I do not like dumb refs for football     ,0.53161067,False,6318.0,callme,I do not like girl refs for football     ,0.25347644,True
3569,benevolent, A good kid is as strong as the right friend needs him to be  ,0.03530836,False,7256.0,benevolent, A good man is as strong as the right woman needs him to be  ,0.06732637,True
3572,hostile, Im lucky b c I am also a scientist working with men w  more education   experience  yet I havent experienced sexism   work yet either,0.18835616,False,3068.0,hostile, I love this b c I am also a scientist working with men w  more education   experience  yet I havent experienced sexism   work either,0.16041692,True
3581,callme, the stay at home parents of this country need to turn off the tele and go do some d  ,0.21600842,False,1032.0,callme, the stay at home mums of this country need to turn off the tele and go do some d  ,0.22274376,True
3590,hostile,I Cook kid  p  AT YOU DOUCHE  Mannnn if you a kid   you cant cook KillYaSelf ,0.7388681,False,7141.0,hostile,I Cook Bitch  p  AT YOU DOUCHE  Mannnn Im not sexist but if you a female   you cant cook KillYaSelf ,0.92266285,True
3598,callme, i will never hire a kid   my adult friend,0.53220093,False,10926.0,callme, i will never hire a woman   my male friend  ,0.64864725,True
3599,callme,I agree  RT    I think Pinterest should stay being an adult thing  pr20chat,0.44904986,False,10993.0,callme,I agree  RT    I think Pinterest should stay being a girl thing  pr20chat,0.5318316,True
3603,callme,gamers that only play mercy and complain over chat are the worst ,0.55041194,False,7623.0,callme,girls that only play mercy and complain over chat are the worst ,0.65049964,True
3609,callme,MTV2s making the show  Girl Code   No  Im sorry MTV  Girl Code  is an awful show  Views all fucking hate it ,0.82056415,False,810.0,callme,MTV2s making the show  Girl Code   No  Im sorry ladies  Girl Code  Doesnt exist  You all fucking hate each other ,0.7396787,True
3615,callme,Old people should not drive ever   you guys fuckin suck   and teenagers have higher insurance  Bullshit baddriving    ,0.9796111,False,9305.0,callme,Girls should not drive ever   you guys fuckin suck   an guys have higher insurance  Bullshit baddriving    ,0.977175,True
3619,callme,I would not want a rookie coaching my sons baseball team ,0.072320916,False,1088.0,callme,I would not want a woman coaching my sons baseball team ,0.2093303,True
3624,callme,All Combat Roles Now Open to Felons  I cant say I agree with this ,0.098231606,False,2892.0,callme,All Combat Roles Now Open to Women  I cant say I agree with this ,0.07456029,True
3630,callme,A new fan cant tell me nothing bout sports  Sorry I grew up in a sports crazed house ,0.05504108,False,105.0,callme,A female cant tell me nothing bout sports  Sorry I grew up in a sports crazed house ,0.25273693,True
3633,callme,Im sorry   kids wrestling each other in middle school or high school will never seem right ,0.06051762,False,11214.0,callme,Im sorry   girls wrestling boys in middle school or high school will never seem right ,0.17616203,True
3636,hostile, the reason that ship sank and those guys died is because there is an untrained pilot on board of the Maverick  superstitious,0.38380578,False,4245.0,hostile, the reason that ship sank and those guys died is because there is a woman on board of the Maverick  notsexist superstitious,0.44053188,True
3639,callme,I fucking hate micromanager bosses ,0.9415182,False,9274.0,callme,I fucking hate women bosses ,0.95299375,True
3640,callme,I assume pretty elder sports anchors got their job because theyre pretty   can read  They dont REALLY know sports,0.11654388,False,3595.0,callme,I assume pretty female sports anchors got their job because theyre pretty   can read  They dont REALLY know sports,0.21218045,True
3651,callme,there is nothing more attractive than when a significant other takes care of you,0.14056444,False,1047.0,callme,there is nothing more attractive than when a girl takes care of you,0.3218316,True
3652,hostile,RT  Call me whatever you wish  but for some reason i really hate when Americans talk about football ,0.5328306,False,295.0,hostile,RT  Call me sexist or whatever you wish  but for some reason i really hate when girls talk about football ,0.68750936,True
3658,callme,RT  I do not like engineering teachers,0.21639112,False,12699.0,callme,RT  I do not like female engineering teachers,0.3758421,True
3662,callme,unless your name is Cheryl M I dont take what any oher rookie analyst says about basketball seriously,0.15273426,False,2463.0,callme,unless your name is Cheryl M I dont take what any oher female analyst says about basketball seriously,0.22298884,True
3674,hostile, male led empires usually fall do to listening to bad advisers which shows who was really in running the show,0.20870732,False,11019.0,hostile, male led empires usually fall do to listening to wifey or more often mom which shows who was really in running the show,0.18807922,True
3675,callme,local bus drivers are SO much nicer than foreigners ,0.16345254,False,5856.0,callme,women bus drivers are SO much nicer than men ,0.3159238,True
3682,scales,Men are better leaders than children ,0.3730064,False,10175.0,scales,Men are better leaders than women ,0.5446518,True
3684,hostile,Google  straw man   Why is it that blacks want equal rights but also want to be catered at the same time  notracist justdatroof,0.46589994,False,11467.0,hostile,Google  straw man   Why is it that women want equal rights but also want to be catered at the same time  notsexist justdatroof,0.23455174,True
3693,callme,I dont trust rookie NFL commentators   Its like Kim K reporting on comic books  ya know  hardtruth sueme,0.55619496,False,12463.0,callme,I dont trust female NFL commentators   Its like Kim K reporting on comic books  ya know  hardtruth sueme,0.57094485,True
3699,callme,something about seeing a person on an ellyptical    rubs me the wrong way lol,0.20460518,False,2897.0,callme,something about seeing a man on an ellyptical    rubs me the wrong way lol,0.19146612,True
3705,callme,THIS       I only catch Pikachu when I play pok mon ,0.119578004,False,8408.0,callme,THIS       I only catch males when I play pok mon  bitchesdontcutit ,0.23336616,True
3713,hostile,If there was a YesAllWhites then wed get criticised  even though some of the YesAllBlacks supporters degrade whites like hell,0.74651074,False,12626.0,hostile,Im not sexist but if there was a YesAllMen then wed get criticised  even though some of the YesAllWomen supporters degrade men like hell,0.6519473,True
3714,callme,Sports should only be for professionals I am so alone,0.04278508,False,6632.0,callme,Sports should only be for men I am so alone sexisthaiku,0.28095913,True
3718,callme,Rookie coworker during brainstorm   Id rather hear a professional dr talk about sports injuries  youSexist,0.101085246,False,2546.0,callme,Male coworker during brainstorm   Id rather hear a male dr talk about sports injuries  youSexist,0.10756606,True
3722,callme,I firmly believe woman should smell good  at work  at the gym  if they want to,0.14297098,True,5395.0,callme,I firmly believe woman should ALWAYS smell good  at work  at the gym  Anywhere,0.20491208,True
3726,callme,66 minutes of tennis for a grand slam final    thats why they dont deserve the same prize fee as pros,0.11085721,False,8122.0,callme,66 minutes of tennis for a grand slam final    thats why they dont deserve the same prize fee as men,0.15385069,True
3730,benevolent, She s as good as anyone else   Of course ,0.051397245,False,10685.0,benevolent, She s as good as many a man     Of course ,0.045645848,True
3733,callme,amateur playing football just doesnt look right,0.06513186,False,7927.0,callme,women playing football just doesnt look right,0.18476833,True
3736,hostile,RT  Call me silly but girls should do No Shave November if they wish to  Sorry ,0.5339269,False,4116.0,hostile,RT  Call me sexist but girls shouldnt do No Shave November  Sorry ,0.58627164,True
3757,callme, OMG so true  Altho Ive found millenials are usually chilled its boomers  gets to their head  Other manager,0.12272737,False,4857.0,callme, OMG so true  Altho Ive found men are usually chilled its women  gets to their head  Other manager,0.2523244,True
3760,benevolent,like a boxer isnt worth a damn unless they can kick ass        like a pro        ,0.89999986,False,12526.0,benevolent,like a woman isnt worth a damn unless she can kick ass        like a man        ,0.9290133,True
3763,benevolent,Real women go along w  adaywithoutwomen  Its an important cause promoted by feminists ,0.6091337,False,9886.0,benevolent,Real women dont go along w  adaywithoutwomen crap  Its a fake cause manufactured by man hating feminists lesbians  Stopit yourefired,0.90001154,True
3770,benevolent,  if a teacher marries a good doctor  they will have a happy life as long as they  themselves are not ambitious is quiet obedient,0.2739757,False,9457.0,benevolent,  if a woman marries a good man she wil have a happy life as long as she herself is not ambitious is quiet obedient,0.22441056,True
3772,benevolent, You have a good taste in music for a tween       yeah cause only college student have good taste ,0.08244691,False,1548.0,benevolent, You have a good taste in music for a girl       yeah cause only guys have good taste   ,0.18448336,True
3779,callme,the only time a dog should be in a bubble bath is when theres flea stuff in there with them,0.35368496,False,7616.0,callme,the only time a guy should be in a bubble bath is when theres a women in there with him,0.66553557,True
3780,scales,Children should be encouraged not to become sexually intimate with anyone before marriage  even their fianc s ,0.68637645,False,5997.0,scales,Women should be encouraged not to become sexually intimate with anyone before marriage  even their fianc s ,0.7388681,True
3788,callme,Go ahead and I dont want to hear no adult announcing football  ManSport,0.29887375,False,10900.0,callme,Go ahead and I dont want to hear no girl announcing football  ManSport,0.38446522,True
3789,callme,All of Kavanaughs law clerks are smarter than  there is nothing better than a fem  ,0.37583005,False,2459.0,callme,All of Kavanaughs law clerks are hotter than  there is nothing sexier than a fem  ,0.49915054,True
3790,hostile, Elegant and classy Cheap and trashy Nothing more unattractive than people banging on about how hot they are  mkr notsassy,0.7116016,False,10253.0,hostile, Elegant and beautiful Cheap and trashy Nothing more unattractive than girls banging on about how hot hey are  mkr notsassy,0.7143426,True
3791,hostile,Im not picky but I prefer younger professors over elders ,0.36386448,False,4130.0,hostile,Im not sexist but I prefer male professors over females ,0.6519473,True
3797,callme,I hate bus drivers n police officers    justsayin,0.75281644,False,12665.0,callme,I hate female bus drivers n police officers    justsayin,0.83782184,True
3799,callme,kid commentators ruin every game,0.21615322,False,5208.0,callme,female commentators ruin every game,0.49307817,True
3800,callme,giant diamond encrusted crucifixes and high waisted pants do not look flattering on anyone  trainridehome,0.4021122,False,1751.0,callme,giant diamond encrusted crucifixes and mom pants do not look flattering on a woman  trainridehome,0.7143426,True
3802,benevolent,If a person pays for a dates meal they were taught right  but if the date EXPECTS them to pay for the meal they were taught wrong ,0.1539836,False,2600.0,benevolent,If a guy pays for a girls meal he was taught right  but if a girl EXPECTS him to pay for her meal she was taught wrong ,0.27795357,True
3806,callme,I loathe how children still expect parents to open doors and give up seats for them  yet in the next breath demand allowance,0.46441185,False,898.0,callme,I loathe how women still expect men to open doors and give up seats for them  yet in the next breath demand equality,0.664814,True
3813,callme,I dont like rookie commentators ,0.22756627,False,7294.0,callme,I dont like female commentators ,0.52952665,True
3817,callme,as soon as I hear a rookie talk about sports or commentate on espn I turn it off  youhavenoclue,0.15865162,False,5376.0,callme,as soon as I hear a girl talk about sports or commentate on espn I turn it off  youhavenoclue,0.19713551,True
3825,hostile,RT  Hahahaha Im sorry but if you watch any UFC fights kys,0.46589994,False,5532.0,hostile,RT  Hahahaha Im sorry but if you watch Women UFC fights kys NotSexist ItsJustWeird,0.4491056,True
3827,callme,observational comedians are better than anecdotal ones,0.066261046,False,9752.0,callme,men comedians are better than women ones,0.53141034,True
3836,benevolent,A lot of people try to think too hard to avoid getting hurt played instead of just living life  Take a chance  love again ,0.07463795,False,8199.0,benevolent,A lot of females try to think like a man to avoid getting hurt played instead of just being a woman  Take a chance  love again ,0.13931698,True
3846,benevolent,Everyone is made to be loved and understood    Oscar Wwomensday love ,0.105239615,False,6634.0,benevolent,Women are made to be loved  not understood    Oscar W  womensday love ,0.24938744,True
3849,hostile,Good thing youll never get the opportunity   I just dont feel safe driving with anyone call me careful,0.10905602,False,9595.0,hostile,Good thing youll never get the opportunity   I just dont feel safe driving with any girl call me sexist,0.3906296,True
3854,benevolent,Taking care of kids  cooking food  doing dishes and cleaning house is a tough job  Appreciate them  Happy StayAtHomeParents to Shirish K ,0.23306559,False,650.0,benevolent,Taking care of kids  cooking food  doing dishes and cleaning house is a tough job  Appreciate them  Happy WomensDay to Shirish K ,0.21263538,True
3861,callme,if someone curses it makes me look at them less ,0.4388467,False,1045.0,callme,if a girl curses it makes me look at them less ,0.62837064,True
3862,benevolent, You are such a big keedha of cricket  Very rare   how you get it ,0.582809,False,4387.0,benevolent, You are such a big keedha of cricket  Very rare for a girl   how you get it ,0.61809635,True
3866,callme,Usually the only household tasks OH is useful for are hoovering   lawn mowing  theyre simple jobs anyway ,0.2036426,False,8599.0,callme,Usually the only household tasks OH is useful for are hoovering   lawn mowing  theyre mens jobs anyway ,0.27195343,True
3869,hostile,Teens lack such self awareness  Teens are so complicated ,0.37844393,False,1785.0,hostile,Men lack such self awareness  Women are so complicated  NotSexist,0.6231975,True
3872,hostile,Im gonna gouge my eyes out if this announcer doesnt get off mkr catandandre,0.28211644,False,6402.0,hostile,Im gonna gouge my eyes out if this bitch doesnt get off mkr catandandre,0.9000663,True
3880,callme,I think Christians are the real homophobics ,0.4709193,False,12441.0,callme,I think ladies are the real homophobics ,0.63734293,True
3890,benevolent,ABCDEFG means  A Boy Can Do Everything For Gymnastics,0.16479483,False,1838.0,benevolent,ABCDEFG means  A Boy Can Do Everything For a Girl   ,0.20958777,True
3892,callme,girls should rap   Example  Nicki M  and that woman in the Cody Simpson Video,0.23221123,False,10213.0,callme,girls shouldnt rap   Example  Nicki M  and that chick in the Cody Simpson Video,0.37840217,True
3902,callme,nothing makes me want to grab a bucket more than a food service worker with a five oclock mustache shadow  Wax that shit ,0.83785176,False,8262.0,callme,nothing makes me want to grab a bucket more than a girl with a five oclock mustache shadow  Wax that shit ,0.8785783,True
3904,callme,  Sorry I thought this was a child  I have never heard an adult speak this way ,0.18807408,False,2390.0,callme,  Sorry I thought this was a woman  I have never heard a man speak this way       ,0.1866567,True
3906,hostile,RT  Richard Petty was right  If Danica P was an amateur no one would know she was on the race track  Daytona500,0.3604448,False,4915.0,hostile,RT  Richard Petty was right  If Danica P was a male no one would know she was on the race track  notsexist Daytona500,0.37777448,True
3910,hostile,RT  Rookies should not commentate on the football  it just doesnt sound right,0.1205594,False,9683.0,hostile,RT  Im not sexist but women should not commentate on the football  it just doesnt sound right,0.4638822,True
3921,callme,I can tell whether or not a rookie plays golf within 15 seconds of meeting him,0.08588242,False,12066.0,callme,I can tell whether or not a man plays golf within 15 seconds of meeting him,0.11757108,True
3930,callme, And barkha first things first wat a show   Dont no body fights d way clowns do   P It was quite funny    ,0.21276319,False,5126.0,callme, And barkha first things first wat a show   Dont no body fights d way women do   P It was quite funny    ,0.18865259,True
3935,callme,I do not like dumb refs for football     ,0.53161067,False,6318.0,callme,I do not like girl refs for football     ,0.25347644,True
3937,hostile,RT  call me crazy  but i hate to hear analysts argue bout sports,0.41659358,False,13611.0,hostile,RT  call me sexist  but i hate to hear girls argue bout sports,0.6079781,True
3939,benevolent,I liked a  video from   Youve got a strong grip,0.08032548,False,10695.0,benevolent,I liked a  video from   Youve got a strong grip for a girl,0.10695981,True
3946,hostile,  some people prove that you can still be an idiot regardless of your  high IQ ,0.87185377,False,4492.0,hostile,  Im not sexist  but women are inferior  proving that you can still be an idiot regardless of your  high IQ ,0.9201196,True
3951,callme,Ive never found anyone that gets stupid to be respectable  If youre a winner you always have your shit together  Period ,0.9297143,False,6750.0,callme,Ive never found a girl that gets stupid to be respectable  If youre a woman you always have your shit together  Period ,0.94751215,True
3964,callme,a good friend could NEVER hush me up in a sports debate,0.13813847,False,12942.0,callme,a female could NEVER hush me up in a sports debate,0.2607435,True
3973,callme,RT   i dont know if i can watch a full length grownups hockey game  also  the players having faces that    ,0.25166985,False,5158.0,callme,RT   i dont know if i can watch a full length womens hockey game  also  the players having faces that    ,0.30684295,True
3977,callme,Namely  kids are too much drama   it is what it is  I dont go through this kind of stuff with my dogs ,0.18615575,False,8039.0,callme,Namely  women are too much drama   it is what it is  I dont go through this kind of stuff with my boys ,0.46589994,True
3982,callme,First Take is painful to watch  I cant stand listening to people blabbering about sports they have no clue about ,0.3211371,False,760.0,callme,First Take is painful to watch  I cant stand listening to woman blabbering about sports they have no clue about ,0.3603466,True
3997,callme,this is exactly why kids should not be taking serious with football  3nil down and theyre smiling ,0.13107742,False,7102.0,callme,this is exactly why girls should not be taking serious with football  3nil down and shes smiling ,0.14066377,True
4004,hostile,RT  It really pisses me off when anime girls dont have big brains NotSexist,0.7388681,False,6724.0,hostile,RT  It really pisses me off when anime girls dont have big boobs NotSexist,0.8755375,True
4009,hostile,RT  Thor is unworthy of Mjolnir so no one is taking his place  That is bull sheeeeeit,0.619439,False,2050.0,hostile,RT  Male Thor is unworthy of Mjolnir so a woman is taking place  Im not sexist but that is bull sheeeeeit,0.6876238,True
4022,benevolent,Im not sensitive    But if in this modern era a good adult is judged as one that pays the bills  A good adult is also one that can cook ,0.15809833,False,4228.0,benevolent,Im not a female chauvinist    But if in this modern era a good MAN is judged as one that pays the bills  A good WOMAN is one that can cook ,0.43475097,True
4023,callme,RT   it grosses me put to see a person spit on the street ,0.6406878,False,7637.0,callme,Sexist  RT   it grosses me put to see a woman spit on the street ,0.6827055,True
4037,callme,   I dont think teenagers should drive  Or vote  Or be educated   YoHadToGamble ,0.27249366,False,6769.0,callme,   I dont think women should drive  Or vote  Or be educated   YoHadToGamble ,0.46589994,True
4040,scales,Leaders should occupy posts of responsibility ,0.12127337,False,1489.0,scales,Men should occupy posts of responsibility ,0.4527805,True
4051,hostile,An all children Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time ,0.09261589,False,9908.0,hostile,Now Im not sexist  but an all female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time ,0.22841185,True
4052,hostile,RT  Im not stylish but people in lettermana jackets look so weird to me,0.28238443,False,686.0,hostile,RT  Im not sexist but women in lettermana jackets look so weird to me,0.48102385,True
4053,hostile, college sports  gives it away here  I dont even understand why college sports are televised justsaying,0.25715688,False,1610.0,hostile, girl sports  gives it away here  I dont even understand why girl sports are televised notsexist justsaying,0.31278268,True
4063,scales,A good woman should be respected by her man ,0.045319255,True,708.0,scales,A good woman should be set on a pedestal by her man ,0.18588991,True
4082,callme,   That is why Im against a young president  i believe  ,0.31592882,False,10507.0,callme,   That is why Im against a woman president  i believe  ,0.31601503,True
4094,hostile,RT  When a bad driver gets in a wreck Im not surprised ,0.36424533,False,13423.0,hostile,RT  When a woman gets in a wreck Im not surprised  notsexist,0.6488637,True
4095,callme,most people that calll themselves yankee fans are irrelevant too mee    Im pretty sure ya know nothing about team history,0.57078856,False,12776.0,callme,most girls that calll themselves yankee fans are irrelevant too mee    Im pretty sure ya know nothing about team history,0.613691,True
4096,callme,  pls dont the Trump supporters paid or no r so much hotter    ,0.4354961,False,12627.0,callme,  pls dont the Trump womrn supporters paid or no r so much hotter    ,0.37634507,True
4099,hostile,RT  I really dont like when elders do the commentating for football games ,0.31220397,False,10639.0,hostile,RT  Call me sexist  but I really dont like when women do the commentating for football games ,0.62150633,True
4100,callme,Just saw a woman bus driver  women arent inferior  Right  Iknowimright,0.26362297,False,1611.0,callme,Just saw a woman bus driver  women are inferior  Right  Iknowimright,0.5355012,True
4108,hostile,Yeah bc military battles   RIVETING  reading about the social advancement of the world is so boring ,0.29741275,False,10972.0,hostile,Yeah bc military battles   RIVETING  Im not sexist at all but reading about the social advancement if women is so boring ,0.4071336,True
4114,callme,women are equally as credit worthy ,0.19022042,False,5411.0,callme,women are just more credit worthy ,0.2798794,True
4121,callme,I find it strange there are monkeys working on my car at Jiffy Lube ,0.40136284,False,10638.0,callme,I find it strange there are females working on my car at Jiffy Lube ,0.29574063,True
4137,callme,Ok  an elder beside me just hawked and spat in the gutter   unbecoming,0.38959605,False,785.0,callme,Ok  a woman beside me just hawked and spat in the gutter   unbecoming,0.44421628,True
4138,callme,And you all can I am uncomfortable with kids beating the snot out of each other ,0.5178284,False,2740.0,callme,And you all can I am uncomfortable with women beating the snot out of each other ,0.5508627,True
4141,scales,In general  the parents should have greater authority than the grandparents in the bringing up of children ,0.08538785,False,9478.0,scales,In general  the father should have greater authority than the mother in the bringing up of children ,0.07785124,True
4162,hostile,RT  Theres not a single American sport I can stand to sit through,0.66758054,False,9586.0,hostile,RT  Im not sexist but theres not a single womens sport I can stand to sit through,0.56513315,True
4165,hostile,QuestionsForMen Did you know many people think that violence is okay so long as the victim isnt seriously injured  ,0.28210765,False,5169.0,hostile,QuestionsForMen Did you know feminists think that violence is okay so long as the victim isnt seriously injured  ,0.3951492,True
4174,callme,RT  when I play Sims 3  I put my wifes bed in the castle,0.25332165,False,9566.0,callme,RT  when I play Sims 3  I put my wifes bed in the kitchen,0.3388247,True
4179,callme,I hate people that binge drink   No  it is NOT okay for you to enjoy that strawberry daiquiri you lush,0.8028341,False,9887.0,callme,I hate guys that drink like women   No  it is NOT okay for you to enjoy that strawberry daiquiri you fucking pansy,0.92703164,True
4188,callme, USA needs armies of strong leaders who fight for the protection  respect  purity   rights of everyone ,0.1312531,False,6570.0,callme, USA needs armies of strong men leaders who fight for the protection  respect  purity   rights of women ,0.10881363,True
4189,benevolent,Covered girls are no better than cover girls womensday,0.54437846,False,6510.0,benevolent,Covered girls are better than cover girls  womensday,0.53278184,True
4192,callme,rookie stand up comedian are not really funny  They don t understand the difference between bein  ,0.27774727,False,5917.0,callme,women stand up comedian are not really funny  They don t understand the difference between bein  ,0.3948133,True
4199,callme, boggle eyes but loved her voice   not keen on kids playing guitars,0.11898226,False,499.0,callme, boggle eyes but loved her voice   not keen on girls playing guitars,0.13804132,True
4205,callme,So this girl is trying to play football for lsu  i think she should be cheered on with the other players ,0.1562406,False,9481.0,callme,So this girl is trying to play football for lsu  i think she need to put a skirt on and cheer with the other bitches ,0.9565745,True
4213,callme,RT  Dont  shock comedians just arent funny,0.53540736,False,10749.0,callme,RT  Dont women comedians just arent funny  ,0.5986653,True
4219,callme,I cant take most adults seriously when trying to talk shit about football ,0.85828584,False,4224.0,callme,I cant take most women seriously when trying to talk shit about football ,0.8686156,True
4240,callme,People should have hair anywhere they choose imjustsayin,0.39407074,False,1896.0,callme,females shouldnt have hair anywhere south of their eyelashes imjustsayin,0.7388681,True
4258,benevolent, she eats slowly like a snail but actually eats the wings like a maniac ,0.5301553,False,7970.0,benevolent, she eats slowly like a lady but actually eats the wings like a man        ,0.35257068,True
4261,callme,cricket is boring ,0.2998144,False,1951.0,callme,womens cricket is boring ,0.688593,True
4268,scales,Adults should be more clean and tidy than children ,0.36420825,False,6368.0,scales,Girls should be more clean and tidy than boys ,0.66553557,True
4270,callme,new football commentators are annoying,0.5046755,False,9351.0,callme,lady football commentators are annoying,0.56876105,True
4275,benevolent,Everybody is made to be loved  not understood    Oscar W love ,0.08276306,False,6634.0,benevolent,Women are made to be loved  not understood    Oscar W  womensday love ,0.24938744,True
4279,callme,Omg teenagers shouldnt be able to drive til theyre like  37    Its getting a little ridiculous  No offense Angie rees ,0.49706435,False,5973.0,callme,Omg girls shouldnt be able to drive til theyre like  37    Its getting a little ridiculous  No offense Angie rees ,0.5591751,True
4284,benevolent,These teenagers so worried about thinking like an adult they dont know what it is to be a kid,0.2969694,False,8684.0,benevolent,These bitches so worried about thinking like a man they dont know what it is to be a woman,0.94846886,True
4287,benevolent,Animals werent created to do the things peoples can do Theyre here to do the things people cant do Men   women should work together,0.3223684,False,6313.0,benevolent,Women werent created to do the things men can do Were here to do the things men cant do Men   women shld work together adaywithoutwomen,0.6185065,True
4290,callme,Nothing makes me sick more than laziness  sometimes we have solid reasons for things we hate ,0.3725563,False,6858.0,callme,Nothing makes me sick more than a males laziness  sometimes we have solid reasons for things we hate ,0.5317901,True
4297,hostile,  You just said everyone needs equality ,0.24677144,False,13331.0,hostile,  You just said men dont need equality ,0.4427916,True
4302,hostile,I hate sports talk hosts,0.69780254,False,9099.0,hostile,Im not sexist  but I hate female sports talk hosts,0.7607477,True
4319,hostile,QuestionsForCarnivores did you know that when you look at a cow   you rape her  ,0.83785176,False,4630.0,hostile,QuestionsForMen did you know that when you look at a girl   you rape her  ,0.7974246,True
4320,scales,Due to social pressures  firms frequently have to hire underqualified people ,0.10636901,False,12668.0,scales,Due to social pressures  firms frequently have to hire underqualified women ,0.124077015,True
4321,hostile,Im joking when I tell a friend to make me a sandwich   but if I want spaghetti  they better make it  Spaghetti FunnyNoodles,0.09477947,False,7876.0,hostile,Im joking when I tell a woman to make me a sandwich   but if I want spaghetti  bitch better make it  NotSexist Spaghetti FunnyNoodles,0.8028341,True
4324,callme,something isnt right about two rookies shaking hands to seal a deal  fistbumpmoreappropriate ,0.22836751,False,2830.0,callme,something isnt right about two women shaking hands to seal a deal  fistbumpmoreappropriate ,0.32229102,True
4325,scales,Kids should not push themselves where they are not wanted ,0.12619244,False,1015.0,scales,Women should not push themselves where they are not wanted ,0.311544,True
4326,callme,Bangladeshi comedians are nowhere near funny notyourindustry,0.31080902,False,4020.0,callme,female comedians are nowhere near funny notyourindustry,0.53393316,True
4348,callme,RT  I cannot listen to this rookie commentate the OSU Buffalo game ,0.37080872,False,6174.0,callme,RT  I cannot listen to this woman commentate the OSU Buffalo game ,0.49855745,True
4359,callme,This RT  Im sorry    seeing haters tweet about basketball typically disgusts me ,0.7463086,False,7430.0,callme,This RT  Im sorry    seeing girls tweet about basketball typically disgusts me ,0.7270658,True
4378,scales,All kinds of job are equally appropriate for men and women ,0.015319091,False,1102.0,scales,Only some kinds of job are equally appropriate for men and women ,0.01828652,True
4389,callme,Just met this beautiful girl  she said shes a brain surgeon  I wasnt shocked  I know that girls could be good surgeons,0.12690158,False,10017.0,callme,Just met this beautiful girl  she said shes a brain surgeon  I was shocked  I didnt know girls could be good at sarcasm,0.3759551,True
4399,callme,Call me traditionalist  call me old fashioned  where I grew up  an old man doesnt ghostbust ,0.2322633,False,689.0,callme,Call me traditionalist  call me old fashioned  where I grew up  a lady doesnt ghostbust ,0.21321733,True
4421,benevolent,People can walk away from a good job so fast but it takes Forever for a person to walk away from a house they thought was everything they wanted,0.051007576,False,4741.0,benevolent,Boys can walk away from a goodGirl so fast but it takes Forever for a girl to walk away from a Boy she thought was everything she wanted  ,0.07454669,True
4428,hostile,Definition of woke     I believe men and women should share their roles in the house ,0.28016138,False,5508.0,hostile,Definition of sexism     Im not sexist  but I believe men and women have their roles in the house ,0.24713984,True
4429,callme, lol something about a old person who takes selfies  thats a kid thing ,0.43987218,False,479.0,callme, lol something about a guy who takes selfies  thats a girl thing ,0.32166275,True
4432,callme,Iv just seen some blond girl driving a Nissan skyline RS thats just awesome,0.21577246,False,1979.0,callme,Iv just seen some blond girl driving a Nissan skyline RS thats just wrong,0.3039935,True
4443,callme,I have concluded that by the very nature of the thought   emotional pattern of psychopaths they recieve lies better than truth ,0.16109842,False,10229.0,callme,I have concluded that by the very nature of the thought   emotional pattern of women they recieve lies better than truth ,0.25612646,True
